"slug","title","description","url","tags","category","author","source"
"sequential-thinking","Sequential Thinking","Dynamic and reflective problem-solving through thought sequences","https://github.com/modelcontextprotocol/servers","dynamic thinking;reflective process;structured thinking","AI Systems","{'name': 'modelcontextprotocol'}","Local Servers"
"serena","Serena","You can use Serena for any coding tasks – whether it is focussed on analysis, planning,","https://github.com/oraios/serena","coding agent;code retrieval;code editing;language server;MCP;open-source;semantic analysis;AI assistant","Dev Tools","{'name': 'oraios'}","Local Servers"
"servicenow","ServiceNow","A MCP server to interact with a ServiceNow instance","https://github.com/osomai/servicenow-mcp","ServiceNow;Automation","Productivity","{'name': 'osomai'}","Local Servers"
"shopify-dev","Shopify Dev MCP Server","This project implements a Model Context Protocol (MCP) server that interacts with Shopify Dev. This protocol supports various tools to interact with different Shopify APIs.","https://github.com/Shopify/dev-mcp","shopify;mcp;model context protocol;graphql;admin api;documentation","Dev Tools","{'name': 'Shopify'}","Local Servers"
"siri-shortcuts","Siri Shortcuts","MCP to interact with Siri Shortcuts on macOS. Exposes all Shortcuts as MCP tools.","https://github.com/dvcrn/mcp-server-siri-shortcuts","siri;shortcuts;automation","System Tools","{'name': 'dvcrn'}","Local Servers"
"slack","Slack","Channel management and messaging capabilities","https://github.com/modelcontextprotocol/servers","slack;api;bot","Messaging","{'name': 'modelcontextprotocol'}","Local Servers"
"snowflake","Snowflake","This MCP server enables LLMs to interact with Snowflake databases, allowing for secure and controlled data operations.","https://github.com/isaacwasserman/mcp-snowflake-server","snowflake;sql;database","Databases","{'name': 'isaacwasserman'}","Local Servers"
"spotify","Spotify","This MCP allows an LLM to play and use Spotify.","https://github.com/varunneal/spotify-mcp","spotify;audio","Media Creation","{'name': 'varunneal'}","Local Servers"
"sqlite","SQLite","Database interaction and business intelligence capabilities","https://github.com/modelcontextprotocol/servers","sqlite;database;business insights","Databases","{'name': 'modelcontextprotocol'}","Local Servers"
"ssh-exec","SSH Execution","A Model Context Protocol (MCP) server for executing command-line operations on remote servers via SSH.","https://github.com/pathintegral-institute/mcp.science","ssh;command execution;remote systems","System Tools","{'name': 'pathintegral-institute'}","Local Servers"
"starwind-ui","Starwind UI","This MCP provides relevant commands, documentation, and other information to allow LLMs to take full advantage of Starwind UI's open source Astro components.","https://github.com/Boston343/starwind-ui-mcp","Starwind;Developer Tools;AI;Components","Dev Tools","{'name': 'Boston343'}","Local Servers"
"steampipe","Steampipe","Cloud-native SQL interface for APIs and cloud platforms","https://github.com/turbot/steampipe-mcp","Steampipe;Cloud;API;SQL;Turbot","Cloud Platforms","{'name': 'Turbot'}","Local Servers"
"stripe","Stripe Model Context Protocol","The Stripe Model Context Protocol server allows you to integrate with Stripe APIs through function calling. This protocol supports various tools to interact with different Stripe services.","https://github.com/stripe/agent-toolkit","stripe;payments;customers;refunds","Finance","{'name': 'stripe'}","Local Servers"
"supabase-mcp","Query MCP Server for Supabase","Query MCP is an open-source MCP server that allows your IDE to safely run SQL queries, manage schema changes, call the Supabase Management API, and use the Auth Admin SDK, all with built-in safety controls.","https://github.com/alexander-zuev/supabase-mcp-server","supabase;mcp;database;sql;postgresql;auth;management-api;python","Dev Tools","{'name': 'alexander-zuev'}","Local Servers"
"tavily-mcp","Tavily MCP Server","Search engine for AI agents (search + extract) powered by Tavily","https://github.com/tavily-ai/tavily-mcp","search;web;extract;mcp;claude","Web Services","{'name': 'tavily-ai'}","Local Servers"
"tavily-search","Tavily Search","An MCP server for Tavily's search & news API, with explicit site inclusions/exclusions","https://github.com/RamXX/mcp-tavily","AI;Search","Web Services","{'name': 'RamXX'}","Local Servers"
"terminal-control","Terminal Controller","A MCP server that enables secure terminal command execution, directory navigation, and file system operations through a standardized interface.","https://github.com/GongRzhe/terminal-controller-mcp","terminal;command execution;file management;cross-platform","System Tools","{'name': 'GongRzhe'}","Local Servers"
"terraform","Terraform MCP Server","MCP server for interacting with Terraform configurations and operations","https://github.com/modelcontextprotocol/servers","terraform;infrastructure;iac;cloud","Dev Tools","{'name': 'Model Context Protocol'}","Local Servers"
"thirdweb","thirdweb MCP Server","Read/write to over 2k blockchains, enabling data querying, contract analysis/deployment, and transaction execution, powered by Thirdweb","https://github.com/thirdweb-dev/ai","blockchain;mcp;thirdweb;web3;ipfs","AI Systems","{'name': 'thirdweb-dev'}","Local Servers"
"ticketmaster","Ticketmaster","Search for events, venues, and attractions through the Ticketmaster Discovery API","https://github.com/delorenj/mcp-server-ticketmaster","ticketmaster;events;venues;attractions","Web Services","{'name': 'delorenj'}","Local Servers"
"time","Time","A Model Context Protocol server that provides time and timezone conversion capabilities. It automatically detects the system's timezone and offers tools for getting current time and converting between timezones.","https://github.com/modelcontextprotocol/servers","time;timezone;date;converter","System Tools","{'name': 'MCP Team'}","Local Servers"
"timer","Timer MCP Server","A minimal MCP server that functions as a countdown timer with progress notifications. Demonstrates streaming incremental updates for long-running tasks.","https://github.com/pathintegral-institute/mcp.science","timer;streaming","Dev Tools","{'name': 'Path Integral Institute'}","Local Servers"
"tinydb","TinyDB MCP Server","MCP server that uses TinyDB to store and retrieve data. Provides a simple NoSQL database interface with operations for creating tables, inserting documents, querying, updating, and deleting records.","https://github.com/pathintegral-institute/mcp.science","database;nosql","Databases","{'name': 'Path Integral Institute'}","Local Servers"
"tmdb","TMDB","This MCP server integrates with The Movie Database (TMDB) API to provide movie information, search capabilities, and recommendations.","https://github.com/Laksh-star/mcp-server-tmdb","tmdb;movies;recommendations","Professional Apps","{'name': 'Laksh-star'}","Local Servers"
"todoist","Todoist","Interact with Todoist to manage your tasks.","https://github.com/abhiz123/todoist-mcp-server","task management;todoist;natural language processing","Productivity","{'name': 'abhiz123'}","Local Servers"
"travel-planner","Travel Planner","Travel planning and itinerary management server integrating with Google Maps API for location search, place details, and route calculations.","https://github.com/GongRzhe/TRAVEL-PLANNER-MCP-Server","google-maps;travel-planning","Professional Apps","{'name': 'GongRzhe'}","Local Servers"
"twitter-mcp","Twitter MCP Server","This MCP server allows Clients to interact with Twitter, enabling posting tweets and searching Twitter.","https://github.com/EnesCinr/twitter-mcp","twitter;social media;tweet;search;mcp;api","Messaging","{'name': 'EnesCinr'}","Local Servers"
"txyz-search","TXYZ Search","A Model Context Protocol (MCP) server for TXYZ Search API. Provides tools for academic and scholarly search, general web search, and smart search.","https://github.com/pathintegral-institute/mcp.science","search;academic;scholarly;web search","Web Services","{'name': 'pathintegral-institute'}","Local Servers"
"typesense","Typesense","A Model Context Protocol (MCP) server implementation that provides AI models with access to Typesense search capabilities. This server enables LLMs to discover, search, and analyze data stored in Typesense collections.","https://github.com/suhail-ak-s/mcp-typesense-server","Typesense;Server;Search","Databases","{'name': 'suhail-ak-s'}","Local Servers"
"unifai-mcp-server","UnifAI MCP Server","Dynamically search and call tools using UnifAI Network","https://github.com/unifai-network/unifai-mcp-server","unifai;mcp","MCP Tools","{'name': 'unifai-network'}","Local Servers"
"unity-catalog","Unity Catalog","An MCP server that enables LLMs to interact with Unity Catalog AI, supporting CRUD operations on Unity Catalog Functions and executing them as MCP tools.","https://github.com/ognis1205/mcp-server-unitycatalog","Unity Catalog;API;Functions","Dev Tools","{'name': 'ognis1205'}","Local Servers"
"unity-integration-advanced","Unity Integration","Advanced Unity3d Game Engine MCP which supports ,Execution of Any Editor Related Code Directly Inside of Unity, Fetch Logs, Get Editor State and Allow File Access of the Project making it much more useful in Script Editing or asset creation.","https://github.com/quazaai/UnityMCPIntegration","Unity;Integration;AI","Media Creation","{'name': 'quazaai'}","Local Servers"
"unity3d-game-engine","Unity3D Game Engine","An MCP server that enables LLMs to interact with Unity3d Game Engine, supporting access to a variety of the Unit's Editor engine tools (e.g. Console Logs, Test Runner logs, Editor functions, hierarchy state, etc) and executing them as MCP tools or gather them as resources.","https://github.com/CoderGamester/mcp-unity","Unity;Node.js;TypeScript;WebSocket;AI","Media Creation","{'name': 'CoderGamester'}","Local Servers"
"uns-mcp","Unstructured API MCP Server","An MCP server implementation for interacting with the Unstructured API. This server provides tools to list sources and workflows.","https://github.com/Unstructured-IO/UNS-MCP","unstructured;api;document processing;workflow;connectors","Knowledge Base","{'name': 'Unstructured-IO'}","Local Servers"
"vectorize-mcp-server","Vectorize MCP Server","A Model Context Protocol (MCP) server implementation that integrates with [Vectorize](https://vectorize.io/) for advanced Vector retrieval and text extraction.","https://github.com/vectorize-io/vectorize-mcp-server","vector retrieval;text extraction","Databases","{'name': 'vectorize-io'}","Local Servers"
"vega-lite","Vega-Lite Data Visualization","Generate visualizations from fetched data using the VegaLite format and renderer.","https://github.com/isaacwasserman/mcp-vegalite-server","visualization;data;vega-lite","Media Creation","{'name': 'isaacwasserman'}","Local Servers"
"verodat-mcp-server","Verodat MCP Server","A Model Context Protocol (MCP) server implementation for [Verodat](https://verodat.io), enabling seamless integration of Verodat's data management capabilities with AI systems like Claude Desktop.","https://github.com/Verodat/verodat-mcp-server","MCP;AI;Data Management;Claude Desktop","Databases","{'name': 'Verodat'}","Local Servers"
"veyrax-mcp","VeyraX MCP","Single tool to control all 100+ API integrations, and UI components","https://github.com/VeyraX/veyrax-mcp","MCP;Model Context Protocol;AI tools;LLM integration","MCP Tools","{'name': 'VeyraX'}","Local Servers"
"video-editor","Video Editor","A Model Context Protocol Server to add, edit, and search videos with [Video Jungle](https://www.video-jungle.com/).","https://github.com/burningion/video-editing-mcp","video;editing;API","Media Creation","{'name': 'burningion'}","Local Servers"
"virtual-location-google-street-view-etc","Virtual Traveling Bot","Integrates Google Map, Google Street View, PixAI, Stability.ai, ComfyUI API and Bluesky to provide a virtual location simulation in LLM (written in Effect.ts)","https://github.com/mfukushim/map-traveler-mcp","Google Maps;Avatar;Virtual Travel","Web Services","{'name': 'mfukushim'}","Local Servers"
"volcengine-tos","VolcEngine TOS","A sample MCP server for VolcEngine TOS that flexibly get objects from TOS.","https://github.com/dinghuazhou/sample-mcp-server-tos","TOS;Volcengine;Data","System Tools","{'name': 'dinghuazhou'}","Local Servers"
"vscode-mcp","VSCode MCP Server","This monorepo contains the VSCode MCP Server and its companion VSCode Extension, which together enable AI agents and assistants, like Goose or Claude, to interact with VSCode through the Model Context Protocol.","https://github.com/block/vscode-mcp","vscode;mcp;ai;extension;model context protocol;development;code editor","Dev Tools","{'name': 'block'}","Local Servers"
"wcgw","WCGW Shell and Coding Agent","Empowering chat applications to code, build and run on your local machine.","https://github.com/rusiaaman/wcgw","shell;coding;AI;Claude;ChatGPT;MCP;file operations;terminal;development;automation","Dev Tools","{'name': 'rusiaaman'}","Local Servers"
"web-fetch","Web Fetch","A Model Context Protocol (MCP) server for fetching webpages including html/pdf/plain text type content.","https://github.com/pathintegral-institute/mcp.science","web;fetch;html;pdf;text","Web Services","{'name': 'pathintegral-institute'}","Local Servers"
"webflow","Webflow","Interfact with the Webflow APIs","https://github.com/kapilduraphe/webflow-mcp-server","webflow;api","Professional Apps","{'name': 'kapilduraphe'}","Local Servers"
"whale-tracker-mcp","Whale Tracker","A mcp server for tracking cryptocurrency whale transactions.","https://github.com/kukapay/whale-tracker-mcp","whale tracker;cryptocurrency;API","Finance","{'name': 'kukapay'}","Local Servers"
"whois-mcp","Whois Lookup","MCP server that performs whois lookup against domain, IP, ASN and TLD.","https://github.com/bharathvaj-ganesan/whois-mcp","whois;domain;tools","Web Services","{'name': 'bharathvaj-ganesan'}","Local Servers"
"wikipedia-mcp","Wikipedia MCP Server","MCP server for querying Wikipedia content via the wikipedia-mcp tool","https://github.com/rudra-ravi/wikipedia-mcp","wikipedia;search;knowledge;mcp","Knowledge","{'name': 'wikipedia-mcp'}","Local Servers"
"windows-cli","Windows CLI","MCP server for secure command-line interactions on Windows systems, enabling controlled access to PowerShell, CMD, and Git Bash shells.","https://github.com/SimonB97/win-cli-mcp-server","CLI;Windows;Security;SSH","System Tools","{'name': 'SimonB97'}","Local Servers"
"workers-mcp","Cloudflare Workers MCP","This package provides both the CLI tooling and the in-Worker logic to connect Claude Desktop (or any [MCP Client](https://modelcontextprotocol.io/)) to a Cloudflare Worker on your account, so you can customise it to suit your needs. It works via a build step that can translate TypeScript methods of your Worker like this:","https://github.com/cloudflare/workers-mcp","cloudflare;workers;mcp;model context protocol;claude;ai;serverless","Dev Tools","{'name': 'cloudflare'}","Local Servers"
"world-bank-data-api","World Bank Data API","A server that fetches data indicators available with the World Bank as part of their data API","https://github.com/anshumax/world_bank_mcp_server","World Bank;Data;API;Indicators;Analysis","Knowledge Base","{'name': 'anshumax'}","Local Servers"
"wxflows","wxflows MCP Server","data-color-mode=""auto"" data-light-theme=""light"" data-dark-theme=""dark""","https://github.com/IBM/wxflows/tree/main/examples/mcp","mcp;ai;tools;watsonx","Dev Tools","{'name': 'IBM'}","Local Servers"
"x-twitter","X (Twitter)","Create, manage and publish X/Twitter posts directly through Claude chat.","https://github.com/vidhupv/x-mcp","Twitter;X","Messaging","{'name': 'vidhupv'}","Local Servers"
"xcodebuild","Xcode Build","🍎 Build iOS Xcode workspace/project and feed back errors to llm.","https://github.com/ShenghaiWang/xcodebuild","xcode;mcpxcodebuild","Dev Tools","{'name': 'ShenghaiWang'}","Local Servers"
"xero-mcp-server","Xero MCP Server","This is a Model Context Protocol (MCP) server implementation for Xero. It provides a bridge between the MCP protocol and Xero's API, allowing for standardized access to Xero's accounting and business features.","https://github.com/XeroAPI/xero-mcp-server","xero;accounting;mcp;oauth2","Finance","{'name': 'XeroAPI'}","Local Servers"
"xiyan-mcp-server","XiYan MCP Server","An MCP server that supports fetching data from a database using natural language queries, powered by XiyanSQL as the text-to-SQL LLM.","https://github.com/XGenerationLab/xiyan_mcp_server","database;sql;database","Databases","{'name': 'XGenerationLab'}","Local Servers"
"xmind","XMind","Read and search through your XMind directory containing XMind files.","https://github.com/apeyroux/mcp-xmind","XMind;Mind Mapping;Analysis;Productivity","Knowledge Base","{'name': 'apeyroux'}","Local Servers"
"xquik","Xquik MCP Server","Remote Streamable HTTP MCP server for authenticated X data, extraction tools, webhooks, and write workflows.","https://github.com/Xquik-dev/x-twitter-scraper","x;twitter;social-media;automation;api","web","Xquik-dev","Local Servers"
"youtube","YouTube","Comprehensive YouTube API integration for video management, Shorts creation, and analytics.","https://github.com/ZubeidHendricks/youtube-mcp-server","youtube;video;transcripts;api","Media Creation","{'name': 'ZubeidHendricks'}","Local Servers"
